first_name,id,total_publications,research_orgs,last_name,orcid_id,full_name,url
Fahri,ur.013612613223.01,6,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Sari,,Fahri Sari,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013612613223.01
Philipp,ur.01261205555.80,6,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Jacobs,,Philipp Jacobs,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01261205555.80
Gesa,ur.010427457601.75,6,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Rolink,,Gesa Rolink,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010427457601.75
Stefan,ur.010643146034.90,6,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Seiwert,,Stefan Seiwert,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010643146034.90
Philipp,ur.016047322111.09,6,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Lott,,Philipp Lott,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016047322111.09
Marcel,ur.07722236377.11,6,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Werner,,Marcel Werner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07722236377.11
R,ur.011766064212.03,6,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Holz,,R Holz,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011766064212.03
H,ur.012476235473.06,6,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Horn,,H Horn,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012476235473.06
Felix,ur.013017300131.26,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schmitt,,Felix Schmitt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013017300131.26
Heinrich,ur.014135455242.67,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Faidel,,Heinrich Faidel,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014135455242.67
Joerg,ur.014450555037.54,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Niehoff,,Joerg Niehoff,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014450555037.54
Adriane,ur.016123420471.44,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Brysch,,Adriane Brysch,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016123420471.44
Daniel,ur.016564133573.92,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Trusheim,,Daniel Trusheim,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016564133573.92
Jochen,ur.012726005633.74,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kittel,,Jochen Kittel,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012726005633.74
Christian,ur.011324134401.64,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hördemann,,Christian Hördemann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011324134401.64
Konstantin,ur.016234066057.20,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Walter,,Konstantin Walter,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016234066057.20
Christoph,ur.01261007747.62,5,"[{'id': 'grid.411327.2', 'acronym': 'HHU', 'name': 'Heinrich Heine University Düsseldorf', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Gayer,['0000-0002-9237-1559'],Christoph Gayer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01261007747.62
Nadine,ur.0776463302.30,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Nottrodt,['0000-0002-4985-0087'],Nadine Nottrodt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0776463302.30
Jens,ur.015203651673.58,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Vrenegor,,Jens Vrenegor,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015203651673.58
Marie J,ur.015357176307.88,5,"[{'id': 'grid.5333.6', 'acronym': 'EPFL', 'name': 'Swiss Federal Institute of Technology in Lausanne', 'country_name': 'Switzerland'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Livrozet,,Marie J Livrozet,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015357176307.88
Moritz,ur.016166554226.24,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Schaefer,,Moritz Schaefer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016166554226.24
Dominik,ur.013165633065.45,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hawelka,,Dominik Hawelka,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013165633065.45
Stoyan,ur.012057122074.32,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Stoyanov,,Stoyan Stoyanov,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012057122074.32
Georg,ur.013230367704.83,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.5949.1', 'acronym': 'WWU', 'name': 'University of Münster', 'country_name': 'Germany'}, {'id': 'grid.7704.4', 'name': 'University of Bremen', 'country_name': 'Germany'}]",Vossen,,Georg Vossen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013230367704.83
Holger,ur.014530457471.42,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Bette,,Holger Bette,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014530457471.42
David,ur.015707520423.21,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Rubel,,David Rubel,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015707520423.21
Andreas,ur.013524411731.18,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Dohrn,,Andreas Dohrn,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013524411731.18
Bernd,ur.016020466411.22,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Seidel,,Bernd Seidel,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016020466411.22
Sabrina,ur.010514634675.31,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Vogt,,Sabrina Vogt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010514634675.31
Rebar,ur.012524522602.05,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hama-Saleh,,Rebar Hama-Saleh,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012524522602.05
Wolfgang,ur.011004152350.83,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Fiedler,,Wolfgang Fiedler,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011004152350.83
Christian,ur.010357546722.67,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wessling,,Christian Wessling,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010357546722.67
Felix,ur.011537602270.54,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Küpper,,Felix Küpper,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011537602270.54
Tobias,ur.01217042224.12,5,"[{'id': 'grid.214458.e', 'acronym': 'UM', 'name': 'University of Michigan', 'country_name': 'United States'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wirtz,,Tobias Wirtz,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01217042224.12
D,ur.0635031405.25,5,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Rothweiler,,D Rothweiler,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0635031405.25
Norbert,ur.014735754256.93,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wolf,,Norbert Wolf,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014735754256.93
Markus,ur.012245627116.43,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Roehner,,Markus Roehner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012245627116.43
Maximilian,ur.013667446263.26,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Brosda,,Maximilian Brosda,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013667446263.26
Simon,ur.016523643271.35,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Merkt,,Simon Merkt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016523643271.35
Jörn,ur.010701525143.49,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Miesner,,Jörn Miesner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010701525143.49
Philipp,ur.010003605355.19,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kucirek,,Philipp Kucirek,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010003605355.19
Thorsten,ur.010575524364.07,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kramer,,Thorsten Kramer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010575524364.07
Sven,ur.012236107034.44,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Probst,,Sven Probst,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012236107034.44
Heidrun,ur.014404231035.97,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kind,,Heidrun Kind,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014404231035.97
John,ur.014336767634.41,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Flemmer,,John Flemmer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014336767634.41
Moritz,ur.015207462070.30,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Küpper,,Moritz Küpper,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015207462070.30
Stephan,ur.012552017326.54,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Eifel,,Stephan Eifel,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012552017326.54
Andreas,ur.012516300347.52,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Rösner,,Andreas Rösner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012516300347.52
Lisa,ur.0613466666.02,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Bürgermeister,,Lisa Bürgermeister,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0613466666.02
W,ur.07620621173.65,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Gatzweiler,,W Gatzweiler,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07620621173.65
Norbert,ur.011013042603.06,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wolf,,Norbert Wolf,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011013042603.06
Matthias,ur.015462303042.28,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Winzen,,Matthias Winzen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015462303042.28
Gilbert,ur.011023616071.22,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Vitr,,Gilbert Vitr,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011023616071.22
Max,ur.016513167521.33,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Funck,,Max Funck,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016513167521.33
Thomas,ur.010356241755.64,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Ebert,,Thomas Ebert,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010356241755.64
Joachim,ur.015420260735.76,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Franek,,Joachim Franek,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015420260735.76
Fabian,ur.0742272666.24,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Gaussmann,,Fabian Gaussmann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0742272666.24
Mark,ur.015371775302.72,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Haverkamp,,Mark Haverkamp,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015371775302.72
Stefanie,ur.012044447344.40,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Linnenbrink,,Stefanie Linnenbrink,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012044447344.40
Jorg,ur.012577300543.76,4,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Beersiek,,Jorg Beersiek,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012577300543.76
Udo,ur.013333527704.41,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wolff,,Udo Wolff,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013333527704.41
Marcus,ur.011326655423.69,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hamann,,Marcus Hamann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011326655423.69
Andre,ur.013753635516.18,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Palmen,,Andre Palmen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013753635516.18
Ludger,ur.012411410326.29,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Bosse,,Ludger Bosse,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012411410326.29
S,ur.011426124167.80,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Beil,,S Beil,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011426124167.80
Holger,ur.015660671413.54,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Leonards,,Holger Leonards,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015660671413.54
S,ur.013165263521.05,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Pflüger,,S Pflüger,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013165263521.05
Stefan,ur.014117401233.05,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Mann,,Stefan Mann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014117401233.05
Christof,ur.011252317017.39,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Rieck,,Christof Rieck,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011252317017.39
Peter,ur.01035211602.51,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Jander,,Peter Jander,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01035211602.51
Mario,ur.012227210613.14,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Isermann,,Mario Isermann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012227210613.14
M,ur.015055161715.23,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Vierkoetter,,M Vierkoetter,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015055161715.23
Christian,ur.012041213254.63,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Tenbrock,,Christian Tenbrock,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012041213254.63
Rudolph,ur.014160431067.77,3,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Meyer,,Rudolph Meyer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014160431067.77
